#,Score,Start Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
203C,2,4/14/2024 14:00,47,6-2√3,(√10-√3)/2,√183,1,47/50,98/73,2.903,361/37,2√3/3,1,1,0,0,0,0,0,0,0,0,0:33:17,0:46:51,0:39:28,0:36:33,0:28:56,0:41:37,0:21:47,0:45:06,0:34:26,0:46:56
236H,7,4/14/2024 14:00,47,6-2sqrt3,sqrt(7)/14,4sqrt(3),14-Nov,2sqrt(34),25/98,(20pi-21sqrt(3))/12,13,3-Feb,1,1,1,1,1,1,1,0,0,0,0:01:57,0:03:35,0:06:14,0:11:41,0:18:03,0:24:00,0:32:29,0:47:25,0:47:58,0:48:10
075E,3,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,sqrt163,13-Nov,,,,,,1,1,1,0,0,,,,,,0:03:50,0:05:53,0:08:26,0:28:43,0:36:26,0:49:38,,,,
225E,5,4/14/2024 14:00,47,6 - 2sqrt3,sqrt7/14,(sqrt263-sqrt3)/2,,5sqrt5,25/98,pi/2 - 3/4 sqrt3,,,1,1,1,0,,0,1,1,,,0:46:18,0:25:37,0:33:34,0:41:22,,0:10:30,0:17:40,0:22:59,,
329D,1,4/14/2024 14:00,65,6-2√3,（√3）/2,√183,1,√34,1,（3π）/2,67/9,4-Jan,0,1,0,0,0,0,0,0,0,0,0:26:16,0:28:14,0:30:31,0:31:11,0:15:11,0:31:48,0:31:51,0:33:31,0:32:59,0:33:24
170C,6,4/14/2024 14:01,47,6-2sqrt3,(sqrt7-sqrt3)/4,4sqrt3,14-Nov,2sqrt34,25/98,pi-3sqrt3/4,,,1,1,0,1,1,1,1,0,,,0:01:54,0:08:09,0:08:31,0:18:00,0:27:27,0:38:56,0:42:45,0:48:47,,
023D,7,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),14-Nov,2sqrt(34),25/98,\pi - (3sqrt(3))/4,12,sqrt(3)/2,1,1,1,1,1,1,1,0,0,0,0:01:08,0:02:10,0:04:02,0:07:10,0:12:29,0:14:52,0:20:40,0:26:00,0:47:50,0:49:42
347F,4,4/14/2024 14:00,47,6-2sqrt3,sqrt7/7,4sqrt3,7-May,,25/73,pi/2-(3sqrt3)/4,,,1,1,0,1,0,,0,1,,,0:04:14,0:05:33,0:08:01,0:36:09,0:25:10,0:38:57,0:39:00,0:48:49,,
288E,2,4/14/2024 14:00,47,6-2sqrt(3),,421,,,,(6pi-9sqrt 3)/4,,,1,1,,0,,,,0,,,0:05:07,0:11:56,,0:30:56,,,,0:42:28,,
210F,3,4/14/2024 14:00,47,6-2sqrt3,,2sqrt15,9-Aug,2sqrt34,6-Jan,pi-3/4sqrt3,8,1,1,1,,0,0,1,0,0,0,0,0:02:14,0:07:05,0:43:37,0:47:35,0:48:40,0:32:24,0:49:04,0:36:38,0:49:53,0:45:03
181F,9,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),14-Nov,2sqrt(34),25/98,(2pi-3sqrt(3))/4,14,(6+2sqrt(3))/9,1,1,1,1,1,1,1,1,0,1,0:00:40,0:01:14,0:38:33,0:39:08,0:08:25,0:10:31,0:14:56,0:47:26,0:43:45,0:29:32
225F,1,4/14/2024 14:03,65,6-2(root()3),root()3/2,root()183,1,root()34,1,(3pi)/2,67/9,4-Jan,0,1,0,0,0,0,0,0,0,0,0:22:52,0:32:46,0:27:30,0:27:39,0:28:09,0:26:37,0:26:07,0:26:05,0:25:53,0:27:17
197D,6,4/14/2024 14:00,47,(12-3sqrt3)/2,sqrt(7)/14,4sqrt(3),14-Nov,2sqrt34,25/98,pi/2,37,1,1,0,1,1,1,1,1,0,0,0,0:01:03,0:02:27,0:04:07,0:11:30,0:28:09,0:32:07,0:20:11,0:33:42,0:36:57,0:36:51
342H,4,4/14/2024 14:00,47,6-2sqrt3,(5sqrt7)/14,(-1+sqrt241)/2,14-Nov,2sqrt34,,(3*pi)/2-(9sqrt3)/8,827,,1,1,0,0,1,1,,0,0,,0:48:36,0:06:13,0:48:46,0:13:36,0:48:51,0:28:09,,0:48:34,0:49:27,
168B,1,4/14/2024 14:01,17+6sqrt(30),6-2sqrt(3),,,,,,,,1,0,1,,,,,,,,0,0:03:33,0:07:22,0:38:07,0:40:16,,,,,,0:49:26
121F,0,4/14/2024 14:00,61,(3/2)sqrt3,(sqrt3)/4,25,1,25,1,25,25,,0,0,0,0,0,0,0,0,0,,0:16:34,0:23:42,0:30:30,0:48:52,0:43:40,0:49:05,0:49:19,0:49:29,0:49:39,
210G,1,4/14/2024 14:00,61,6-2sqrt3,sqrt3,\sqrt{122}/2,5-Jan,7,(14sqrt2)/2,3-Jan,16,6,0,1,0,0,0,0,0,0,0,0,0:03:10,0:12:41,0:17:58,0:27:36,0:27:57,0:28:44,0:28:55,0:28:28,0:28:24,0:29:00
161E,0,4/14/2024 14:00,56,12,1.612,23,6-Jan,25/12,35pi/2,32,44,36,0,0,0,0,0,0,0,0,0,0,0:24:26,0:24:49,0:26:01,0:25:36,0:25:26,0:26:28,0:26:56,0:27:03,0:27:08,0:42:45
194H,1,4/14/2024 14:00,47,(9sqrt3)/2,sqrt3/4,sqrt61,1,1,(5+sqrt2)/(10+sqrt2),pi-sqrt3/4,,1,1,0,0,0,0,0,0,0,,0,0:03:11,0:05:21,0:49:54,0:49:43,0:49:56,0:49:58,0:25:53,0:43:06,0:42:34,0:33:57
133H,4,4/14/2024 14:03,47,6-2sqrt3,1/(2sqrt7),4sqrt3,14-Nov,459/24,(14-5sqrt2)/14,pi/3+sqrt3/4,,(42-9sqrt3)/9,1,1,0,1,1,0,0,0,,0,0:01:52,0:08:48,0:08:54,0:13:18,0:17:07,0:49:56,0:26:52,0:37:48,0:48:26,0:48:37
265D,7,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,sqrt3/4+(3sqrt107)/4,14-Nov,2sqrt34,25/98,pi/2-(3sqrt3)/4,8,122/121,1,1,1,0,1,1,1,1,0,0,0:49:22,0:03:41,0:35:28,0:38:50,0:44:33,0:27:55,0:24:03,0:32:49,0:41:49,0:41:52
254D,4,4/14/2024 14:00,47,6-2*sqrt(3),sqrt(7)/14,4*sqrt(3),,,625/2377,,,,1,1,1,1,,,0,,,,0:02:47,0:17:59,0:12:41,0:25:29,,,0:39:21,,,
005F,3,4/14/2024 14:01,47,6-2root2 3,(7*root2 7 - 4* root 2 21)/14,2 root2 3,14-Nov,12.4,70,,,,1,1,0,0,1,0,0,,,,0:04:09,0:15:54,0:16:23,0:32:07,0:43:17,0:48:31,0:49:56,,,
314F,7,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),14-Nov,2sqrt(34),98/25,(2pi-3sqrt(3))/4,sqrt(229),1,1,1,1,1,1,1,0,1,0,0,0:00:51,0:01:31,0:02:32,0:05:32,0:47:07,0:09:34,0:12:54,0:14:33,0:49:58,0:47:54
227G,3,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,(sqrt(243)-sqrt(3))/2,2-Mar,47,67/137,pi/2-11sqrt(3)/8,1,1,1,1,1,0,0,0,0,0,0,0,0:01:30,0:02:49,0:06:56,0:10:46,0:47:55,0:47:47,0:29:25,0:40:48,0:47:43,0:47:40
004G,0,4/14/2024 14:01,42,3sqrt3,6-Jan,,3-Feb,(15sqrt2)/2,2-Jan,,,,0,0,0,,0,0,0,,,,0:48:16,0:05:00,0:11:42,0:49:53,0:46:39,0:46:56,0:28:21,0:48:09,0:47:56,
023E,7,4/14/2024 14:00,47,6-2sqrt3,(4sqrt7)/7,4sqrt3,14-Nov,2sqrt(34),25/98,pi/2-(3sqrt3)/4,1,,1,1,0,1,1,1,1,1,0,,0:01:31,0:05:46,0:12:31,0:17:15,0:21:31,0:29:33,0:41:42,0:49:06,0:49:26,
179F,0,4/14/2024 14:01,61,2sqrt(3),sqrt3 /2,(2sqrt(61)-sqrt(3))/2,3:02,10,2,7,7,1:06,0,0,0,0,0,0,0,0,0,0,0:48:22,0:12:54,0:45:46,0:44:15,0:45:50,0:49:16,0:49:21,0:48:59,0:48:43,0:29:51
061E,4,4/14/2024 14:04,47,6-2sqrt3,3-May,(2sqrt243-sqrt3)/4,14-Nov,2sqrt34,25/91,,,,1,1,0,0,1,1,0,,,,0:02:49,0:05:40,0:08:38,0:21:16,0:27:38,0:34:26,0:47:04,,,
189G,7,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,1,2sqrt34,25/98,pi/2-{3sqrt3}/4,8sqrt3,19/24,1,1,1,1,0,1,1,1,0,0,0:00:46,0:29:40,0:34:08,0:25:33,0:39:01,0:20:34,0:20:35,0:15:26,0:45:29,0:40:18
231F,3,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,,61/79,,,,,,1,1,1,,0,,,,,,0:02:03,0:07:16,0:49:25,,0:40:12,,,,,
070C,0,4/14/2024 14:00,12,10,55,43,67,65,56,43,78,99,0,0,0,0,0,0,0,0,0,0,0:17:58,0:18:00,0:18:02,0:18:04,0:18:06,0:18:14,0:18:16,0:18:20,0:18:22,0:18:26
254E,2,4/14/2024 14:00,47,6-2sqrt3,sqrt2 / 7,,,,,5*pi/39 - 3/13,,,1,1,0,,,,,0,,,0:05:03,0:11:54,0:28:42,0:39:29,,,,0:49:39,,
154G,2,4/14/2024 14:00,47,6-2sqrt(3),15,13,15,17,15,(3pi)/4,15,15,1,1,0,0,0,0,0,0,0,0,0:03:07,0:37:11,0:47:28,0:27:37,0:47:31,0:45:14,0:47:33,0:49:10,0:47:35,0:47:36
077G,0,4/14/2024 14:01,35,root2 3,,root2 3,2:03,,7,,6,12:13,0,0,,0,0,,0,,0,0,0:02:40,0:23:58,0:23:59,0:31:51,0:35:38,,0:49:56,,0:44:42,0:46:23
143E,0,4/14/2024 14:00,2sqrt1945,sqrt3,3.4556,sqrt456,1:02,11,14,3,9,2:03,0,0,0,0,0,0,0,0,0,0,0:05:25,0:07:53,0:26:39,0:26:53,0:38:39,0:38:43,0:38:45,0:36:58,0:28:14,0:27:35
024E,2,4/14/2024 14:00,47,6-2sqrt(3),(sqrt(7)-sqrt(3))/2,7.78,,,,,,,1,1,0,0,,,,,,,0:05:00,0:18:59,0:48:33,0:49:24,,,,,,
319C,0,4/14/2024 14:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303E,2,4/14/2024 14:00,47,2√3+6,7-Jan,((√1301-1)*√3)/2,14-Nov,(4sqrt2)/9,,,,,1,0,0,0,1,0,,,,,0:03:05,0:06:47,0:06:32,0:37:38,0:36:42,0:47:17,,,,
267D,3,4/14/2024 14:07,47,(3sqrt3)/2,sqrt(133)/14,4sqrt3,11-Sep,sqrt136,25/98,sqrt343,93,,1,0,0,1,0,0,1,0,0,,0:00:06,0:01:10,0:49:23,0:36:03,0:37:47,0:37:36,0:48:25,0:49:53,0:49:56,
078H,0,4/14/2024 14:00,49,,(sqrt11+sqrt7)/4,,,,,1.5pi,,,0,,0,,,,,0,,,0:04:53,,0:17:48,0:44:41,,,,0:46:04,,
184F,0,4/14/2024 14:00,53,3(root2 3) - 3,,root2 183,,,,,,,0,0,,0,,,,,,,0:10:52,0:28:39,0:15:47,0:46:49,,,,0:28:00,,
267E,3,4/14/2024 14:07,47,(3sqrt3)/2,sqrt133/14,4sqrt3,11-Sep,sqrt136,25/98,3sqrt3,12,234,1,0,0,1,0,0,1,0,0,0,0:00:11,0:01:04,0:49:08,0:21:28,0:45:51,0:45:56,0:48:47,0:49:46,0:49:51,0:49:59
151G,4,4/14/2024 14:00,47,6-2sqrt3,(sqrt7-sqrt3)/2,4sqrt3,3-Feb,2sqrt34,3-Jan,12pi-21,4sqrt3,1/sqrt(1+sqrt3),1,1,0,1,0,1,0,0,0,0,0:02:06,0:05:48,0:40:36,0:36:00,0:49:41,0:45:15,0:49:45,0:36:54,0:37:06,0:37:37
089E,2,4/14/2024 14:02,47,6-2\sqrt{3},3-Jan,5\sqrt{3},33/42,,,,,,1,1,0,0,0,,,,,,0:08:37,0:13:16,0:34:31,0:17:52,0:24:02,,,,,
140F,3,4/14/2024 14:03,47,6-2sqrt3,(7sqrt7)/6,13,7-Jun,,25/98,,,,1,1,0,0,0,,1,,,,0:44:12,0:40:59,0:42:56,0:42:38,0:19:31,,0:42:14,,0:35:51,
265E,5,4/14/2024 14:01,47,6-2sqrt3,sqrt{7}/14,,,2sqrt34,25/98,,,,1,1,1,,,1,1,,,,0:02:36,0:05:39,0:09:07,,,0:38:58,0:48:59,,,
024F,0,4/14/2024 14:00,sqrt(1586),2sqrt3,sqrt(2),sqrt(122),1,0,1,(3pi)/2,5,6:01,0,0,0,0,0,0,0,0,0,0,0:04:48,0:06:16,0:08:01,0:12:57,0:15:38,0:17:18,0:18:37,0:41:28,0:28:19,0:22:52
227H,8,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),14-Nov,2sqrt(34),25/98,pi/2-\frac{3\sqrt{3}}{4},7\sqrt(3),37/64,1,1,1,1,1,1,1,1,0,0,0:01:42,0:02:44,0:29:54,0:11:07,0:11:09,0:13:40,0:19:00,0:24:21,0:26:04,0:29:51
104E,5,4/14/2024 14:00,47,6-2sqrt(2),1//2sqrt(3),4sqrt(3),14-Nov,2sqrt(34),25/98,2pi + 1,sqrt(91),12-May,1,0,0,1,1,1,1,0,0,0,0:01:29,0:39:43,0:11:42,0:42:42,0:17:30,0:45:11,0:29:05,0:49:22,0:48:31,0:48:46
081C,3,4/14/2024 14:01,47,6-2sqrt3,(9sqrt7)/74,4sqrt3,5,11,8,6,10,8-May,1,1,0,1,0,0,0,0,0,0,0:04:43,0:40:31,0:37:04,0:41:18,0:48:47,0:48:39,0:48:35,0:48:33,0:48:31,0:48:27
272E,0,4/14/2024 14:01,36.546,324,,,,,,,,,0,0,,,,,,,,,0:32:56,0:33:15,0:33:28,,,,,,,0:47:33
128E,0,4/14/2024 14:00,sqrt 793,5.35,0.875,53,7-Feb,7.6,9-May,11,18,60,0,0,0,0,0,0,0,0,0,0,0:12:57,0:49:35,0:16:18,0:28:32,0:29:03,0:38:18,0:29:50,0:29:17,0:29:27,0:29:43
209E,2,4/14/2024 14:00,47,6-2sqrt3,(sqrt7 -sqrt3)/2,(9sqrt53-sqrt3)/4,18/19,24,4-Jan,24,24,24,1,1,0,0,0,0,0,0,0,0,0:03:12,0:08:38,0:17:07,0:37:59,0:44:51,0:46:44,0:33:01,0:47:03,0:46:47,0:46:51
177F,5,4/14/2024 14:01,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),5-Jun,2sqrt(34),,pi/2,,,1,1,1,1,0,1,,0,,,0:01:30,0:04:08,0:13:16,0:49:44,0:35:30,0:41:41,,0:34:41,,
034G,0,4/14/2024 14:00,37,3sqrt7-6,2-Jan,6sqrt5,1,0,35sqrt2,4-Sep,11sqrt3,2-Jan,0,0,0,0,0,0,0,0,0,0,0:00:25,0:01:12,0:02:27,0:03:24,0:04:11,0:08:03,0:13:03,0:15:49,0:33:36,0:10:06
219C,0,4/14/2024 14:01,,6+2 sqrt3,,,,,,,,,,0,,,,,,,,,,0:49:11,,,0:49:08,,,,,
328H,2,4/14/2024 14:00,47,6-2sqrt3,3-Jan,sqrt3/2,5-Apr,13,4-Jan,2/3pi,18,8-Jul,1,1,0,0,0,0,0,0,0,0,0:02:28,0:04:36,0:12:01,0:35:29,0:14:23,0:25:24,0:20:03,0:22:43,0:35:11,0:34:57
283G,5,4/14/2024 14:01,47,6-2sqrt3,sqrt7/7,4sqrt3,14/19,2sqrt34,4-Jan,pi/2-(3sqrt3)/4,,,1,1,0,1,0,1,0,1,,,0:01:09,0:06:08,0:06:11,0:13:55,0:21:58,0:27:40,0:34:31,0:37:12,0:43:52,
242G,2,4/14/2024 14:00,47,6-2sqrt3,,,1,,,,,,1,1,,,0,,,,,,0:02:44,0:09:09,0:15:06,0:30:16,0:30:18,0:49:43,,,,
332E,3,4/14/2024 14:00,47,6-3sqrt3,sqrt3/4,4sqrt3,3-Feb,2sqrt34,5sqrt2-1,pi+3/4*sqrt3,43sqrt3/3,1,1,0,0,1,0,1,0,0,0,0,0:03:52,0:06:16,0:47:29,0:18:05,0:23:49,0:32:17,0:46:37,0:49:31,0:45:38,0:45:49
060H,0,4/14/2024 14:00,26,4pi,sqrt3/4,24 1/2,10-Jul,sqrt61,56,74,36,,0,0,0,0,0,0,0,0,0,,0:17:46,0:18:36,0:48:40,0:49:06,0:49:19,0:49:39,0:49:41,0:49:47,0:49:50,
272F,2,4/14/2024 14:00,47,6-2sqrt3,,(9sqrt3-1)/2,,,,,,,1,1,,0,,,,,,,0:07:33,0:07:48,0:24:00,0:39:36,,,,,,
041A,3,4/14/2024 14:02,47,2sqrt3,(sqrt7)/14,4sqrt3,1,,(5sqrt2-1)/49,,,,1,0,1,1,0,,0,,,,0:05:19,0:40:09,0:12:35,0:22:38,0:49:37,,0:34:07,,,
240G,0,4/14/2024 14:00,,sqrt3,24 = +- sqrt((74+x)(74-x))+- sqrt((50+x)(98-x)),,,,,,,,,0,0,,,,,,,,,0:09:33,0:38:47,,,,0:42:48,,,
131E,0,4/14/2024 14:00,30,4,6,83,21,10,8,y=5,23,107,0,0,0,0,0,0,0,0,0,0,0:47:58,0:48:12,0:48:23,0:48:27,0:48:31,0:48:35,0:47:37,0:47:26,0:47:10,0:47:06
252G,0,4/14/2024 14:01,,3,,,,,,,,,,0,,,,,,,,,,0:12:21,0:25:57,0:27:21,0:30:48,0:42:42,0:42:47,0:46:04,0:42:49,0:42:48
267F,3,4/14/2024 14:07,47,\frac{3\sqrt{3}}{2},\frac{\sqrt{133}}{14},4\sqrt{3},\frac{9}{11},\sqrt{136},\frac{25}{98},\frac{\sqrt{3}}{2},,,1,0,0,1,0,0,1,0,,,0:11:14,0:48:07,0:48:39,0:29:04,0:37:49,0:38:04,0:49:22,0:49:48,,
075F,7,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,7-Jun,2sqrt34,25/98,pi/2-3/4sqrt3,,,1,1,1,1,0,1,1,1,,,0:01:17,0:02:54,0:45:23,0:10:29,0:14:37,0:20:01,0:29:22,0:32:42,0:32:42,
270E,6,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,4sqrt3,23/28,2sqrt34,25/98,pi/4 - {3sqrt3}/8,,,1,1,1,1,0,1,1,0,,,0:46:21,0:46:19,0:46:13,0:45:55,0:45:51,0:45:48,0:45:43,0:45:37,,
292F,2,4/14/2024 14:00,47,6-2sqrt3,(3sqrt7)/7,,5-Apr,,,,,,1,1,0,,0,,,,,,0:02:09,0:11:09,0:36:02,0:48:35,0:48:18,0:48:28,,,,
187E,4,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0:02:01,0:04:38,0:08:27,0:17:13,0:37:12,0:37:17,0:37:20,0:37:22,0:37:24,0:37:25
292G,6,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,13-Oct,2sqrt34,25/98,pi/6-sqrt3/4,1,8-4sqrt3,1,1,1,1,0,1,1,0,0,0,0:01:38,0:03:16,0:06:02,0:09:05,0:45:02,0:37:59,0:25:53,0:48:49,0:06:47,0:43:11
025F,4,4/14/2024 14:00,47,6-2sqrt{3},sqrt{7}/14,4,5-Apr,3,25/98,pi-1,13/3,6-Jan,1,1,1,0,0,0,1,0,0,0,0:04:40,0:20:11,0:14:06,0:48:16,0:49:51,0:48:14,0:43:23,0:48:13,0:47:58,0:46:43
136F,2,4/14/2024 14:00,47,6-2sqrt3,,,,,,pi/9-(3sqrt3)/4,,,1,1,,,,,,0,,,0:07:18,0:14:56,0:38:30,,,,,0:38:52,,
033D,3,4/14/2024 14:00,47,6+2sqrt(3),sqrt7/14,4sqrt3,1.5,,,,,,1,0,1,1,0,,,,,,0:12:56,0:14:27,0:27:36,0:36:31,0:48:13,0:49:40,,,,
014D,0,4/14/2024 14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343H,7,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,15-Nov,2sqrt34,25/98,pi/2-3sqrt3/4,6sqrt3,4-Mar,1,1,1,1,0,1,1,1,0,0,0:01:18,0:05:09,0:08:02,0:14:47,0:48:49,0:33:20,0:42:16,0:37:29,0:43:27,0:34:01
145D,1,4/14/2024 14:00,47,6+2sqrt3,2024,2024,2024,2024,2024,pi-1/2,2024,1,1,0,0,0,0,0,0,0,0,0,0:27:53,0:06:39,0:41:24,0:41:25,0:41:27,0:41:29,0:41:33,0:13:24,0:48:30,0:20:18
048F,2,4/14/2024 14:00,47,6-2sqrt3,4sqrt6,5-Dec,(1+sqrt5)/2,11,han wu cheated,27-Jan,9,1,1,1,0,0,0,0,0,0,0,0,0:09:30,0:04:22,0:40:37,0:34:37,0:20:33,0:25:49,0:40:54,0:49:55,0:48:02,0:47:01
309G,6,4/14/2024 14:00,47,6-2sqrt3,(sqrt7-sqrt3)/4,4sqrt3,3-Feb,2sqrt34,25/98,(2pi-3sqrt3)/4,,,1,1,0,1,0,1,1,1,,,0:01:29,0:03:26,0:08:37,0:15:09,0:23:05,0:28:06,0:49:43,0:38:45,,
240H,2,4/14/2024 14:00,47,,sqrt2/2,,,25,25/98,3sqrt2,,,1,,0,,,0,1,0,,,0:09:05,,0:20:23,,,0:31:43,0:40:51,0:45:29,,
293B,1,4/14/2024 14:00,47,3,,（61-2*61^0.5）//2*61^0.5-2+3^0.5,,,,,,1,1,0,,0,,,,,,0,0:02:08,0:04:39,0:06:08,0:41:14,,,,,,0:22:51
203E,2,4/14/2024 14:00,47,6-4sqrt3,0.5*3^0.5,4sqrt3,1:01,,98/73,,(43sqrt3)/3,1:01,1,0,0,1,0,,0,,0,0,0:08:43,0:44:22,0:18:51,0:48:09,0:25:04,,0:33:48,,0:36:16,0:39:33
256G,1,4/14/2024 14:00,47,sqrt3,,,,,,,,,1,0,,,,,,,,,0:03:54,0:12:01,,,,,,,,
023F,8,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,25/98,(2pi-3sqrt3)/4,sqrt201,(3+4sqrt3)/9,1,1,1,1,1,1,1,1,0,0,0:01:11,0:02:30,0:03:59,0:06:51,0:10:42,0:14:08,0:19:34,0:23:28,0:46:35,0:41:01
186F,3,4/14/2024 14:02,47,6-3√3,(√7)/14,,4-May,2√34,7-Jan,,,,1,0,1,,0,1,0,,,,0:05:57,0:09:39,0:12:39,0:23:06,0:26:45,0:42:15,0:42:17,0:43:19,0:47:37,
241H,4,4/14/2024 14:00,47,6-2sqrt3,sqrt7/2-sqrt((14-4sqrt7)/7),5sqrt3,,2sqrt34,25/98,pi-sqrt3/2,,1-(sqrt3-1)/12,1,1,0,0,,1,1,0,,0,0:02:38,0:04:30,0:49:47,0:13:49,,0:45:47,0:31:57,0:43:36,0:47:08,0:47:21
170D,3,4/14/2024 14:00,47,6-2sqrt3,(7sqrt7-4sqrt21)/14,4sqrt3,(sqrt5-1)/4,13,4-Jan,pi-1/2,10,17/41,1,1,0,1,0,0,0,0,0,0,0:05:27,0:07:37,0:49:13,0:45:49,0:33:20,0:35:44,0:37:39,0:37:11,0:37:14,0:37:21
174F,4,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,(sqrt3+2sqrt15)/2,,2sqrt34,35sqrt2-49,,,,1,1,1,0,,1,0,,,,0:06:47,0:13:38,0:22:03,0:38:34,0:34:49,0:34:52,0:47:43,,,
123F,6,4/14/2024 14:00,47,6-2sqrt3,sqrt21/21,4sqrt3,14-Nov,3sqrt29,25/98,\pi/2-(3sqrt3)/4,91,9-Oct,1,1,0,1,1,0,1,1,0,0,0:00:56,0:03:20,0:41:02,0:07:52,0:18:44,0:30:01,0:20:50,0:21:13,0:43:05,0:29:18
131F,0,4/14/2024 14:00,42,3,0.0625,67,1:03,11,2:01,7,14,3:01,0,0,0,0,0,0,0,0,0,0,0:14:40,0:11:33,0:26:04,0:26:31,0:27:03,0:28:38,0:28:24,0:28:00,0:27:30,0:28:54
077H,0,4/14/2024 14:01,37sqrt2,2sqrt3-6,sqrt3/3,sqrt61/2,1:01,20,1:02,3sqrt(1-k^2),25/11,4:01,0,0,0,0,0,0,0,0,0,0,0:08:54,0:27:22,0:41:49,0:43:39,0:37:21,0:30:15,0:32:40,0:40:12,0:46:45,0:48:34
308E,0,4/14/2024 14:00,(10square root:19)/ 2,2-Mar,1,"13.52 ​	  ",1,0,1,,3-Oct,8h’/h,0,0,0,0,0,0,0,,0,0,0:09:03,0:27:31,0:35:11,0:41:11,0:41:49,0:43:30,0:44:57,,0:48:42,0:49:51
263F,0,4/14/2024 14:00,48,4sqrt3,sqrt3/3,3,2,17,5,9,7sqrt3,3-Jan,0,0,0,0,0,0,0,0,0,0,0:14:57,0:06:50,0:12:06,0:19:19,0:25:12,0:23:57,0:46:12,0:46:05,0:45:59,0:45:50
179G,0,4/14/2024 14:00,61,2sqrt3,sqrt(3)/2,(2sqrt61-sqrt3)/2,1:01,15,4:03,4pi,5sqrt3,1:06,0,0,0,0,0,0,0,0,0,0,0:49:41,0:28:27,0:12:55,0:45:01,0:46:56,0:47:46,0:48:28,0:37:04,0:49:40,0:30:45
018H,0,4/14/2024 14:00,59,2sqrt(3),(sqrt(7)-sqrt(6))/2,13,2,17,343:357,12sqrt(3),sqrt(176),7:06,0,0,0,0,0,0,0,0,0,0,0:39:08,0:18:03,0:18:14,0:35:41,0:39:19,0:46:40,0:46:59,0:47:15,0:47:40,0:47:54
225G,1,4/14/2024 14:00,12,6-2root2 3,root2 7 /2 - root2 6 /2,2,24,24,2-Jan,24,110,1,0,1,0,0,0,0,0,0,0,0,0:09:31,0:19:16,0:28:38,0:36:42,0:49:53,0:49:56,0:48:58,0:49:59,0:49:29,0:13:53
303G,2,4/14/2024 14:00,47,2sqrt3+6,7-Jan,(sqrt1301-1)*sqrt3/2,14-Nov,(4sqrt2)/9,,,,,1,0,0,0,1,0,,,,,0:02:55,0:06:44,0:06:20,0:25:01,0:36:43,0:47:22,0:45:19,,,
317F,0,4/14/2024 14:01,,(3sqrt3)/3,,,,,,,,,,0,,,,,,,,,,0:42:11,,,,,,,,
297F,6,4/14/2024 14:00,47,6-2sqrt(3),sqrt(7)/14,4sqrt(3),14-Nov,2sqrt(34),25-Jun,5,7,1,1,1,1,1,1,1,0,0,0,0,0:01:37,0:05:53,0:08:23,0:13:27,0:18:23,0:26:42,0:49:56,0:49:45,0:49:34,0:38:33
216E,0,4/14/2024 14:02,37sqrt2,sqrt3/2,sqrt3/4,2,3-May,12,2-Mar,12,12,27/13,0,0,0,0,0,0,0,0,0,0,0:06:23,0:43:30,0:35:34,0:49:41,0:35:46,0:35:56,0:36:08,0:36:13,0:36:20,0:36:36
315D,6,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,15-Nov,2sqrt34,25/98,,,,1,1,1,1,0,1,1,,,,0:01:51,0:02:55,0:04:23,0:46:18,0:49:57,0:21:16,0:25:55,0:37:25,,
164F,5,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,5sqrt3,5-Mar,2sqrt34,25/98,10pi/3-3sqrt3/4,hi,,1,1,1,0,0,1,1,0,0,,0:01:23,0:02:58,0:05:27,0:09:09,0:18:41,0:23:38,0:29:48,0:33:19,0:47:24,
